customer_id,gender,age,estimated_salary,credit_score,products_number,tenure,credit_card,active_member,attrition,balance,country
15574305,Male,36,63795.80,680,1,3,1,1,0,116275.12,France
15678168,Female,27,163060.43,648,2,7,1,1,0,0.00,Spain
15697020,Male,39,26578.69,618,1,2,1,0,0,91068.56,France
15610801,Male,41,5066.76,648,1,5,0,1,0,123049.21,Germany
15745232,Female,39,140497.67,759,2,6,1,1,0,0.00,France
15722758,Male,40,146156.98,585,2,7,0,0,0,0.00,France
15792102,Female,42,199316.19,774,1,3,0,0,0,137781.65,France
15675185,Female,48,103944.37,697,2,2,1,1,0,108128.96,Germany
15801247,Male,39,138021.36,605,2,10,1,0,0,105317.73,Spain
15725660,Male,20,68621.98,676,1,1,0,0,0,80569.73,France
15638963,Female,22,28149.06,678,1,4,1,1,0,174852.89,France
15800061,Female,45,135169.76,495,3,3,1,0,1,89158.94,Spain
15578006,Female,85,116537.96,787,2,10,1,1,0,0.00,France
15668504,Male,36,105922.69,770,1,2,1,1,0,89800.14,France
15687491,Male,45,88211.12,817,1,9,0,0,1,101207.75,Germany
15610403,Male,43,26900.63,659,2,1,1,0,0,106086.42,France
15741094,Male,21,3494.02,693,2,1,1,1,0,0.00,France
15807909,Male,47,113163.17,744,2,9,1,0,0,0.00,France
15666141,Female,26,19324.50,829,2,8,1,1,0,101440.36,Spain
15617134,Male,38,189678.70,716,2,4,1,0,0,0.00,France
15783029,Male,34,26387.71,671,2,7,1,1,0,106603.74,France
15622833,Female,29,106276.55,835,2,10,0,0,0,130420.20,Germany
15746422,Female,38,45015.38,636,1,1,1,0,0,0.00,France
15750839,Male,29,173495.77,649,1,2,1,1,0,45022.23,Spain
15749130,Male,27,52581.96,621,1,1,1,1,0,74298.43,Germany
15779862,Female,31,146339.27,658,1,3,0,1,1,133003.03,Germany
15767871,Male,48,182609.97,784,2,7,1,1,0,0.00,Spain
15679651,Female,37,197890.65,783,1,1,1,0,0,136689.66,Spain
15576219,Male,32,6225.63,615,2,4,1,1,0,0.00,France
15699247,Female,44,123977.86,791,2,5,1,1,1,0.00,France
15619087,Male,53,170195.40,762,1,1,1,1,0,102520.37,France
15605327,Male,35,114190.30,607,2,2,1,1,0,0.00,France
15610140,Female,34,27022.57,601,2,5,1,0,0,0.00,France
15791174,Male,67,59457.00,540,1,1,0,1,0,88382.01,Spain
15602373,Male,44,165038.41,812,2,4,1,0,0,115049.15,France
15762605,Male,58,154181.41,685,1,1,1,1,0,104796.54,France
15598840,Male,33,134960.98,680,1,1,1,0,0,123082.08,France
15744279,Female,58,65708.50,680,2,8,1,1,0,0.00,Spain
15670619,Female,33,117374.22,631,2,8,0,0,0,0.00,France
15599533,Female,43,77703.19,569,2,7,1,1,0,0.00,France
15757837,Male,33,177651.38,584,2,3,1,1,0,88311.48,Germany
15697574,Female,40,60954.45,582,3,9,1,1,0,0.00,France
15578738,Male,32,151924.90,609,1,7,1,1,0,71872.19,France
15762228,Male,35,26318.73,506,2,6,1,0,0,110046.93,Spain
15614827,Male,42,147557.71,503,1,8,1,1,0,104430.08,France
15789815,Female,28,125918.17,503,2,5,1,0,0,0.00,France
15579781,Male,31,190803.37,806,1,10,1,0,0,138653.51,Germany
15587013,Female,31,11043.54,653,1,7,1,1,0,102575.04,France
15570932,Male,43,119100.05,666,2,7,1,1,1,137780.74,France
15794661,Male,32,140579.17,674,2,2,1,0,0,0.00,Spain
15581654,Male,32,37731.95,798,2,7,0,1,0,0.00,France
15644296,Female,30,1852.58,740,1,8,1,0,0,105209.54,France
15614420,Female,32,172049.84,531,2,0,1,1,0,109570.21,Germany
15609653,Female,44,133591.11,614,1,6,1,0,1,118715.86,Germany
15594577,Male,35,192751.18,556,2,10,1,1,0,0.00,France
15584114,Female,43,193828.27,678,2,2,1,1,0,153393.18,Germany
15673367,Male,33,55775.72,587,1,6,1,0,0,132603.36,Germany
15685576,Female,36,102280.29,527,2,6,1,1,0,0.00,Spain
15774727,Female,34,44965.44,757,2,1,0,0,0,129398.01,Germany
15694288,Male,28,170661.02,468,2,3,1,0,0,0.00,Spain
15603319,Male,29,197145.89,693,1,2,0,0,0,151352.74,France
15759066,Female,44,192359.90,483,1,5,1,0,1,136836.49,France
15814816,Male,40,141210.18,466,1,4,1,0,1,91592.06,France
15724402,Female,30,100557.03,770,2,8,1,0,0,0.00,France
15571059,Female,54,130805.54,734,1,3,1,0,1,0.00,France
15674206,Female,22,92606.98,716,2,8,1,1,0,0.00,France
15715160,Male,36,123956.83,439,2,2,1,1,0,165536.28,France
15730448,Male,25,102758.43,538,1,5,1,1,0,62482.95,Germany
15662067,Male,40,94876.65,743,1,8,1,0,0,68155.59,France
15779581,Female,43,94811.85,734,2,3,0,1,1,55853.33,Spain
15662901,Male,37,67840.81,656,2,2,0,1,0,0.00,France
15689751,Female,31,4050.57,666,1,2,0,0,0,79589.43,France
15667742,Male,41,134665.25,627,1,5,0,1,0,100880.76,Spain
15738448,Female,25,181647.13,480,2,3,0,0,0,174330.35,Germany
15680243,Male,19,33282.84,792,1,7,1,0,0,143390.51,France
15745083,Male,59,27965.00,613,1,8,0,0,1,91415.76,Germany
15708228,Male,30,68343.53,476,1,3,1,0,0,134366.42,Germany
15628523,Female,24,198161.07,539,2,3,1,1,0,0.00,France
15708196,Male,60,196858.40,696,1,8,1,1,0,88786.81,Spain
15735549,Male,35,120511.03,810,2,3,1,1,0,96814.46,Germany
15809347,Male,32,30886.35,763,1,9,1,0,0,160680.41,Germany
15660866,Female,29,2743.69,640,2,3,1,0,0,0.00,France
15766609,Female,47,167778.62,655,2,10,1,0,0,0.00,France
15654230,Male,31,132404.64,526,1,5,1,0,0,145537.21,Germany
15794566,Female,28,144423.17,678,2,4,1,1,1,0.00,France
15800890,Female,45,181204.50,554,2,6,1,1,0,0.00,France
15697424,Female,30,182726.22,597,1,2,1,1,1,119370.11,Spain
15724536,Female,28,120880.72,560,2,1,1,1,0,0.00,Spain
15735878,Female,47,26812.89,850,1,10,0,0,1,134381.52,Germany
15707596,Female,74,66732.63,546,2,8,1,1,1,114888.74,Germany
15657163,Male,42,100834.22,623,2,1,1,0,0,149332.48,Germany
15622478,Female,40,107815.31,698,3,7,1,0,1,105061.74,France
15779529,Male,32,34665.79,620,2,7,1,1,0,0.00,France
15636023,Female,40,147093.84,619,1,10,1,1,1,0.00,France
15582066,Male,21,36942.35,561,1,4,1,1,0,0.00,France
15666675,Female,39,16460.77,753,1,7,1,1,0,155062.80,France
15732987,Male,43,45610.63,721,1,3,0,0,0,88798.34,Spain
15789432,Male,33,184954.11,451,2,6,1,0,0,0.00,France
15663161,Female,51,47795.43,680,1,5,0,0,1,143139.87,Germany
15694879,Female,23,196789.90,590,2,7,1,0,0,0.00,Spain
15593715,Male,27,173425.68,634,1,3,1,0,0,107027.52,Germany
15575002,Male,29,36221.18,676,1,4,1,0,0,140720.93,France
15622171,Male,30,174738.20,642,2,8,1,0,0,80964.57,France
15795224,Male,39,67131.30,760,1,6,1,0,1,178585.46,France
15685346,Female,26,165692.03,736,1,4,1,1,0,135889.13,Spain
15691808,Male,43,194691.95,656,1,7,1,0,0,134919.85,France
15721007,Male,33,129525.50,776,1,8,0,0,1,115130.34,Germany
15794253,Female,34,146511.20,832,2,6,0,1,0,138190.13,Spain
15694453,Male,37,51752.18,631,2,9,1,1,0,131519.49,Germany
15813113,Female,56,35418.69,795,1,5,1,0,1,0.00,Spain
15614187,Female,39,57995.74,648,2,3,0,1,0,126935.98,Germany
15619407,Male,39,108152.75,615,1,4,1,1,0,133707.09,France
15646227,Female,27,166144.98,682,1,1,1,0,0,97893.20,France
15660541,Male,34,101737.80,694,1,5,1,0,0,127900.03,France
15753874,Male,37,33326.71,694,1,10,0,1,0,143835.47,France
15617877,Male,44,81140.09,607,2,0,1,1,0,0.00,France
15772073,Male,48,140173.17,664,1,10,1,0,1,0.00,France
15701537,Male,60,166513.49,756,1,2,1,1,1,0.00,France
15736228,Female,40,103232.60,645,1,3,1,1,0,129596.77,France
15780572,Male,30,120736.04,653,2,4,1,0,0,0.00,Spain
15769596,Female,24,15832.43,710,2,2,0,0,1,110407.44,Germany
15586996,Female,76,188772.45,697,2,7,0,1,0,0.00,France
15722061,Female,41,114323.66,619,2,8,1,0,0,142015.76,Germany
15638003,Male,55,181534.04,648,1,1,0,1,0,81370.07,Spain
15775590,Female,48,102640.52,482,1,2,0,0,1,69329.47,Germany
15730688,Female,28,158585.17,548,2,8,1,1,1,116755.50,France
15753102,Male,44,178722.24,752,1,6,1,0,0,83870.33,Spain
15810075,Female,39,153955.38,648,2,6,1,1,1,130694.89,France
15723373,Female,34,65374.86,643,1,8,1,0,0,117451.47,Spain
15795298,Female,35,102986.15,573,2,9,0,1,0,206868.78,Germany
15584320,Female,39,136643.84,686,1,3,0,0,0,111695.62,France
15724161,Female,40,77063.63,644,4,9,1,0,1,137285.26,France
15750056,Female,29,9633.01,702,1,6,1,1,0,149218.39,France
15609637,Male,51,43496.36,652,2,7,0,1,0,0.00,France
15794493,Male,32,24267.28,641,2,7,1,1,0,0.00,Spain
15569641,Female,41,59354.24,692,1,8,1,0,1,130701.29,Germany
15815236,Male,34,28269.86,574,2,5,0,0,0,0.00,Spain
15811177,Female,31,143162.34,643,1,3,1,0,0,167949.48,France
15680587,Male,23,20199.30,834,1,4,1,0,0,131254.81,France
15672821,Male,28,48606.92,591,2,5,1,1,0,0.00,France
15767681,Male,34,89013.67,470,2,9,0,1,0,0.00,Spain
15600379,Male,34,59890.29,608,1,7,0,1,0,86656.13,Spain
15801336,Female,37,106655.88,649,1,8,1,1,1,114737.26,Germany
15721592,Female,38,156439.56,665,2,5,1,0,0,0.00,France
15581282,Female,39,24176.44,651,1,6,1,0,0,0.00,France
15746203,Male,62,43507.10,555,1,4,0,1,1,119817.33,Germany
15583137,Female,48,132005.85,637,2,7,1,1,1,130806.99,France
15680752,Female,49,80496.71,675,1,0,1,1,1,0.00,France
15688172,Male,40,88947.56,677,2,5,1,0,0,0.00,Spain
15791373,Female,35,12639.67,850,1,2,0,0,1,80931.75,Germany
15589449,Female,56,94248.16,815,3,3,1,1,1,0.00,France
15692819,Male,32,11865.76,665,1,1,0,0,0,132178.67,Germany
15727467,Female,27,141449.86,485,2,3,1,0,0,0.00,France
15734312,Male,43,149457.81,577,2,6,1,1,0,0.00,Spain
15764604,Female,35,119814.25,586,3,7,1,0,1,164769.02,France
15613014,Male,29,24924.92,722,2,1,1,0,0,107233.85,Germany
15759684,Female,27,139481.53,528,2,7,0,1,0,176227.07,France
15609669,Female,39,41268.65,542,2,4,1,1,0,109949.39,France
15685536,Female,34,1351.41,552,2,5,1,1,0,0.00,France
15750447,Female,60,147489.76,678,1,10,1,0,1,117738.81,France
15663249,Female,37,111175.09,575,1,9,1,0,0,133292.45,Spain
15638646,Female,43,95963.14,669,1,1,1,1,0,160474.59,France
15734161,Male,43,43128.95,636,2,6,1,0,0,0.00,France
15631070,Male,55,137674.96,667,1,9,1,1,1,154393.43,Germany
15761950,Female,45,153383.54,652,1,9,1,1,1,110827.49,Germany
15649668,Female,36,96660.76,637,2,10,1,1,0,145750.45,Germany
15713912,Female,45,115818.16,516,1,8,0,1,0,109044.30,Spain
15586757,Female,32,37898.50,801,1,4,1,1,0,75170.54,France
15596522,Female,42,145222.93,692,2,2,1,0,0,0.00,France
15625395,Female,28,41219.09,585,1,6,1,1,0,105795.90,France
15760570,Male,32,59249.83,590,2,5,1,0,0,0.00,France
15566689,Male,66,116747.62,554,2,8,1,1,0,0.00,Spain
15725794,Female,49,116249.72,659,1,1,1,0,1,0.00,France
15673539,Female,26,61257.83,690,1,3,1,0,0,118097.87,France
15705298,Male,29,141798.98,697,1,0,0,0,0,172693.54,Germany
15675791,Male,36,102638.35,610,2,4,1,0,0,129440.30,France
15747043,Male,36,13210.56,599,2,4,0,0,0,0.00,Spain
15736397,Male,23,35550.97,544,1,1,1,0,0,96471.20,France
15678201,Female,46,104469.06,548,1,1,1,1,1,0.00,France
15720745,Male,24,142935.83,635,1,4,1,1,0,140197.18,Spain
15637593,Male,20,195486.28,722,2,6,1,0,0,0.00,France
15598070,Female,33,63170.00,564,1,4,1,0,0,135946.26,France
15787550,Male,69,58320.06,719,2,3,1,1,0,0.00,France
15603942,Male,50,177747.03,547,3,3,0,1,1,81290.02,Germany
15733973,Female,42,19632.64,850,1,8,1,0,1,0.00,France
15596761,Male,60,18424.24,515,1,9,1,0,1,113715.36,Germany
15652400,Male,56,18897.78,667,1,2,0,1,0,168883.08,Spain
15717893,Male,36,97879.02,607,1,8,1,0,0,143421.74,Germany
15622585,Male,26,63197.88,525,1,7,1,1,0,153644.39,France
15733964,Female,53,75860.01,606,1,1,1,1,0,109330.06,Spain
15753861,Female,27,78622.46,686,2,1,0,0,0,115095.88,Germany
15747097,Male,35,23598.23,611,1,10,1,1,1,0.00,France
15594762,Male,46,13460.27,827,1,1,1,1,0,183276.32,Spain
15667417,Male,33,19998.31,572,1,9,1,0,0,68193.72,France
15684861,Female,32,185075.63,726,2,8,0,0,0,0.00,France
15742204,Male,31,135815.38,579,1,6,0,1,0,139729.54,Germany
15623502,Female,56,44251.33,598,1,4,1,1,0,98365.33,Spain
15774872,Male,36,136349.55,663,2,10,1,0,0,0.00,France
15611191,Female,37,52693.99,505,2,10,1,1,0,122453.97,Germany
15674331,Male,30,93767.03,576,2,7,0,0,0,132174.41,Germany
15619465,Female,24,197866.55,555,2,2,0,1,0,0.00,Spain
15575247,Male,30,126812.85,524,2,1,1,0,0,0.00,France
15695679,Male,39,79503.05,776,1,2,0,0,0,104349.45,Spain
15713463,Female,41,129936.53,645,1,2,1,0,1,138881.04,Germany
15785170,Female,32,175094.62,850,1,0,0,0,0,116968.91,Germany
15796351,Male,35,130379.50,603,2,1,1,1,0,105346.03,Germany
15639576,Male,26,153228.00,691,1,9,1,0,0,136623.19,France
15693264,Female,29,111285.85,583,2,10,1,1,0,0.00,France
15589715,Female,66,49553.38,584,1,5,1,0,1,0.00,France
15769902,Female,33,98015.85,679,2,6,1,1,0,0.00,France
15587177,Male,36,88481.32,646,1,6,1,0,0,124445.52,France
15814553,Female,34,66879.27,559,2,5,1,1,0,68999.66,France
15601550,Male,36,24802.77,595,1,6,1,1,0,85768.42,Spain
15664907,Male,47,21312.16,527,1,1,1,0,1,0.00,France
15612465,Male,34,190263.78,684,2,9,1,1,0,100628.00,Spain
15810800,Female,32,72873.33,673,1,0,1,1,0,0.00,Spain
15665760,Male,38,57764.65,802,2,7,0,1,0,0.00,Spain
15588080,Male,54,110273.84,675,1,6,1,0,1,0.00,France
15776844,Female,19,55500.17,762,2,6,1,0,0,0.00,Spain
15717560,Male,50,57541.08,580,1,0,1,0,1,125647.36,France
15629739,Female,31,90384.26,621,1,8,1,1,0,100375.39,Germany
15729908,Female,36,120694.35,411,1,10,0,0,0,0.00,France
15716781,Male,24,178028.96,815,1,7,0,1,0,171922.72,France
15646936,Female,32,180990.29,631,2,2,1,1,0,146810.99,Germany
15768151,Female,45,155407.21,514,1,3,0,1,1,109032.23,Germany
15579212,Male,57,33676.48,638,1,6,1,0,1,0.00,France
15721835,Male,25,89666.28,791,1,7,1,0,0,0.00,Spain
15800515,Male,35,127558.26,516,1,5,1,0,0,128653.59,France
15591279,Male,37,77272.62,734,1,3,0,1,0,80387.81,France
15587419,Male,58,107665.68,611,2,8,0,1,1,0.00,France
15750335,Male,43,184044.80,850,3,0,1,0,1,108508.82,Germany
15699619,Male,31,91510.71,641,1,10,1,0,0,155978.17,France
15606472,Female,38,87363.56,585,1,5,1,1,0,0.00,France
15778368,Male,50,117505.07,552,1,4,1,0,1,121175.56,Germany
15671387,Female,29,180626.68,507,2,4,0,0,0,89349.47,France
15573926,Male,38,93478.96,735,2,7,0,0,0,86131.71,Spain
15709183,Female,58,114672.64,707,1,3,1,1,0,102346.86,France
15577514,Female,36,13387.88,698,1,7,1,1,0,121263.62,Germany
15778830,Male,31,173240.52,841,2,2,1,0,0,0.00,France
15768072,Female,33,27557.18,688,1,2,0,0,1,0.00,Spain
15768293,Male,51,5552.37,614,2,3,1,1,0,0.00,France
15654456,Male,48,88307.87,511,1,6,0,0,1,149726.08,Germany
15807525,Male,43,33879.26,447,2,2,1,0,1,0.00,France
15574372,Male,35,181429.87,738,2,5,1,0,0,161274.05,France
15671249,Female,33,102655.31,422,2,2,1,0,0,0.00,France
15779744,Male,30,96555.42,537,1,1,1,1,0,103138.17,Spain
15624755,Female,40,189366.03,707,1,3,1,0,0,109628.44,Germany
15611430,Male,54,12847.61,690,1,5,1,0,1,0.00,France
15774744,Male,33,143433.33,664,2,7,1,0,0,97286.16,Germany
15629885,Female,33,183983.82,850,1,7,1,0,0,118004.26,France
15708791,Male,32,169137.24,584,1,9,0,0,0,85534.83,Spain
15793890,Female,59,163365.85,728,1,4,1,1,1,0.00,France
15646091,Female,43,123181.44,560,2,4,1,0,1,95140.44,Spain
15596984,Female,31,16447.60,629,1,6,1,1,1,0.00,France
15800215,Male,25,173948.40,658,2,3,0,1,0,0.00,France
15577806,Female,54,192154.66,794,1,1,1,1,0,75900.84,Germany
15749381,Female,41,198224.38,790,1,2,1,0,0,126619.27,France
15683758,Male,44,67202.74,640,1,7,1,0,0,111833.47,France
15670615,Male,37,68789.93,652,2,7,1,0,0,0.00,Spain
15715622,Female,57,147964.99,583,1,3,0,1,1,238387.56,France
15707634,Female,32,161069.73,775,2,2,1,1,0,108698.96,France
15806901,Female,39,127749.61,584,1,2,1,1,0,112687.69,France
15775335,Female,48,191914.37,635,2,4,1,0,0,81556.89,Germany
15724150,Male,48,185791.90,814,1,9,1,1,0,136596.85,France
15627220,Female,43,184570.04,735,1,9,0,0,1,98807.45,Germany
15672330,Female,31,130446.65,678,2,1,0,1,0,0.00,France
15668521,Male,37,82867.55,693,2,1,1,1,0,0.00,France
15807837,Female,30,187632.22,640,1,6,1,1,0,107499.70,France
15592570,Female,23,56759.79,773,2,8,1,0,0,0.00,Spain
15748589,Female,30,34180.33,736,2,9,1,0,0,0.00,France
15635893,Female,28,158545.25,693,2,8,1,1,0,0.00,France
15757632,Female,41,182337.98,496,2,1,1,0,0,176024.05,France
15691863,Female,39,84175.34,751,2,3,1,1,0,0.00,France
15706071,Male,39,22197.80,528,1,0,0,1,1,127631.62,Germany
15654296,Female,19,189641.11,754,1,9,1,0,0,0.00,Spain
15755018,Female,26,154491.39,568,2,10,1,0,0,109819.16,Germany
15594041,Female,41,90020.74,592,1,2,1,0,0,138734.94,Spain
15670587,Male,25,197264.35,558,2,10,1,0,0,111363.10,Germany
15724527,Male,34,31933.06,825,2,9,1,1,0,0.00,France
15801904,Male,28,8755.69,677,2,0,1,0,1,143988.00,Germany
15658195,Male,34,52820.13,653,1,5,1,1,0,118838.75,France
15630113,Male,35,20008.46,593,1,4,1,1,0,161637.75,Spain
15784320,Female,44,34607.14,632,1,3,1,1,1,133793.89,France
15676513,Male,35,177384.45,601,1,8,1,0,0,71553.83,Germany
15574072,Female,62,165702.64,786,1,8,1,1,0,0.00,France
15633854,Female,40,167889.10,654,2,3,1,0,0,0.00,France
15618566,Female,38,133122.62,572,2,7,1,1,0,0.00,France
15733014,Female,62,140454.14,813,2,10,0,1,0,64667.95,France
15753343,Female,28,59938.81,523,1,2,1,1,0,121164.11,France
15746076,Male,50,12016.79,506,2,3,1,0,0,0.00,Spain
15608226,Male,72,81251.24,513,1,3,1,1,0,98903.06,Spain
15605684,Female,31,134169.85,664,1,7,1,0,0,104158.84,France
15638988,Male,54,94888.60,684,2,6,1,1,0,0.00,France
15628767,Female,63,175696.16,608,2,3,1,1,1,139529.93,Spain
15737977,Female,25,96758.58,527,2,6,0,1,0,0.00,France
15758116,Male,53,128019.48,666,1,5,1,0,1,64646.70,France
15575119,Male,71,146895.36,779,2,3,1,1,1,0.00,France
15625126,Female,40,139356.30,629,2,6,1,1,0,0.00,France
15567114,Male,35,2923.61,430,1,1,0,0,0,118894.22,France
15672242,Male,24,121232.51,712,1,2,0,1,0,0.00,France
15681327,Male,30,2053.42,682,2,9,1,1,0,0.00,France
15802585,Female,41,6382.46,634,1,8,1,1,0,68213.99,France
15740630,Female,31,158750.13,487,2,1,1,0,0,0.00,Spain
15815420,Male,47,74028.36,808,1,8,0,1,0,139196.00,Spain
15711468,Female,32,44099.75,527,2,7,1,1,0,0.00,France
15799626,Male,50,17323.00,637,1,4,0,1,1,126345.55,Germany
15659325,Male,40,175043.69,802,2,5,1,1,0,0.00,Spain
15651352,Female,38,146388.85,529,1,2,1,0,1,0.00,France
15684925,Female,43,2465.80,850,2,3,0,0,0,0.00,France
15657439,Male,18,47799.15,738,2,4,1,1,0,0.00,France
15574122,Male,34,165562.84,817,1,5,0,0,0,129278.43,France
15720508,Male,31,72927.68,735,1,3,0,0,0,119558.35,France
15599078,Female,41,38270.47,619,1,5,1,0,0,92467.58,Germany
15702300,Male,27,120893.07,671,2,5,0,0,0,0.00,France
15660735,Female,31,188377.21,581,2,6,1,0,0,0.00,Spain
15671390,Male,36,55902.93,690,2,10,1,0,0,0.00,Spain
15647385,Male,56,4523.74,579,1,4,0,0,1,99340.83,Spain
15739223,Female,24,102195.16,688,2,3,1,1,0,0.00,Spain
15631305,Female,28,60843.09,599,2,4,1,0,1,126833.79,Spain
15809263,Male,29,25548.47,729,1,5,1,1,0,109676.52,Germany
15640866,Female,29,134462.29,718,1,3,0,1,0,0.00,France
15775663,Male,53,132702.64,712,2,6,1,1,0,134729.99,Germany
15631800,Male,37,75698.44,474,1,3,0,0,0,98431.37,France
15654292,Male,33,105642.43,565,2,8,1,0,0,130368.31,Germany
15648320,Female,31,102153.75,658,1,7,1,0,0,123974.96,France
15726747,Male,63,166677.54,714,1,4,0,1,0,138082.16,France
15694510,Male,45,24218.65,725,1,1,0,0,0,129855.32,France
15572291,Male,40,117122.50,825,1,6,0,0,0,132308.22,France
15603465,Female,45,51871.95,665,2,5,1,0,1,155447.65,Germany
15685628,Male,35,84321.03,670,2,2,0,1,0,124268.64,Spain
15792729,Female,34,160213.27,474,1,9,1,0,0,176311.36,Germany
15767414,Male,40,88695.19,591,2,2,1,1,0,99886.42,France
15568044,Female,31,6123.15,508,2,7,1,1,0,0.00,France
15751333,Female,36,167749.54,695,2,2,0,1,0,0.00,France
15623062,Male,24,71638.00,660,1,5,1,1,0,85089.30,Germany
15713621,Male,41,198064.52,687,2,10,1,1,0,134318.21,Germany
15670668,Male,29,54914.92,658,2,5,0,1,0,75395.53,Germany
15750638,Female,33,190659.17,705,1,5,0,0,1,116765.70,Germany
15747878,Male,60,51637.67,739,1,4,1,1,0,0.00,Spain
15726796,Male,38,119333.38,844,1,7,1,1,0,111501.66,France
15754952,Female,48,127095.14,602,2,7,0,0,0,76595.08,Germany
15652192,Female,33,93541.14,759,2,9,0,0,0,160541.36,France
15681924,Male,38,89289.54,747,1,2,1,0,0,129728.60,Germany
15763544,Male,47,108762.16,673,2,1,0,0,0,0.00,France
15764431,Female,34,28238.25,671,4,5,1,1,1,130929.02,Spain
15684010,Female,74,34130.43,640,1,2,1,1,0,116800.25,Germany
15648881,Male,40,7926.35,581,1,0,0,1,1,101016.53,Germany
15733303,Male,67,27330.27,630,2,5,1,1,0,0.00,France
15643294,Female,33,79997.14,703,1,8,1,1,0,190566.65,France
15749905,Female,47,50213.81,698,1,6,1,0,1,0.00,Spain
15625175,Female,43,60920.03,742,1,6,0,1,1,97067.69,Germany
15643967,Female,37,197699.80,652,1,4,0,1,1,92208.54,France
15578251,Male,37,92809.73,644,2,2,1,0,0,186347.97,France
15772573,Male,55,163516.16,735,1,2,0,1,0,103176.62,Spain
15733234,Female,58,62449.07,777,1,4,1,1,1,0.00,France
15721582,Female,40,115800.10,644,2,4,1,1,1,77270.08,Germany
15628219,Female,37,110359.68,665,1,3,1,1,1,111911.63,Germany
15571302,Male,72,78695.68,529,1,5,1,1,0,94216.05,Germany
15637178,Female,45,128378.04,803,2,7,1,1,0,0.00,Spain
15601184,Female,26,155248.62,604,2,3,1,0,0,0.00,Spain
15629511,Male,49,123499.27,738,1,6,1,0,0,106770.82,France
15570629,Female,72,99920.41,655,2,5,1,1,0,138089.97,Germany
15665766,Male,39,53289.49,698,2,9,0,1,0,133191.19,Germany
15693732,Female,66,67622.34,775,2,9,1,1,0,0.00,France
15765982,Male,41,11783.10,735,1,7,1,1,1,74135.85,France
15582016,Male,41,62402.38,766,2,6,1,0,0,99208.46,Spain
15798024,Male,84,186235.98,537,1,8,1,1,0,92242.34,Germany
15588622,Male,25,79005.95,599,1,7,1,1,0,108380.72,Germany
15724863,Female,55,144870.28,420,1,4,1,0,1,91893.32,Spain
15618213,Female,32,95481.00,674,1,7,1,1,0,85757.93,France
15780411,Female,46,820.46,570,2,3,0,0,0,0.00,France
15725429,Male,33,174777.98,623,1,8,1,1,0,96759.42,Germany
15600626,Male,30,8991.17,710,2,6,1,1,0,0.00,France
15668460,Male,29,2797.27,466,2,6,1,1,0,0.00,France
15576263,Female,22,22303.17,759,1,5,1,0,0,0.00,France
15720354,Male,71,197562.08,581,2,4,1,1,0,0.00,France
15691624,Male,33,23067.97,820,2,2,1,0,0,132150.26,France
15793196,Male,41,190294.12,759,2,9,0,1,0,0.00,France
15633352,Female,31,113167.17,628,1,6,1,0,1,175443.75,France
15750874,Male,31,124777.14,676,1,3,1,1,0,78990.15,France
15588923,Female,33,124625.08,591,1,4,1,0,0,113743.37,France
15715745,Female,26,49599.27,690,1,5,1,1,0,157624.84,France
15611800,Female,62,151411.50,624,2,7,1,1,0,125163.62,France
15576928,Female,23,122964.18,573,1,2,1,0,0,0.00,France
15793693,Male,60,57088.97,694,1,9,1,1,0,0.00,France
15581252,Female,29,7820.78,632,1,7,1,0,0,80922.75,Spain
15797760,Male,40,149188.41,632,2,3,1,0,0,193354.86,France
15790564,Female,40,134638.97,832,2,9,1,1,0,107648.94,Germany
15593736,Female,46,184980.23,598,1,7,0,0,1,131769.04,Germany
15595937,Male,36,122373.42,430,2,1,0,0,0,138992.48,Germany
15815628,Female,37,80215.20,711,1,8,0,0,0,113899.92,France
15782802,Male,26,14081.64,582,1,6,1,1,0,114450.32,Germany
15627412,Male,39,199390.45,605,2,3,1,0,0,0.00,France
15734609,Female,37,7667.48,657,2,2,1,1,0,0.00,France
15710689,Male,40,74965.61,578,1,6,0,0,1,63609.92,Spain
15565806,Male,38,30583.95,532,2,9,0,0,0,0.00,France
15815530,Female,42,149682.78,612,1,10,0,0,0,75497.51,France
15632272,Female,42,92664.09,792,2,2,1,0,0,0.00,France
15684103,Female,26,138423.10,674,2,10,1,1,0,0.00,France
15654519,Male,31,3148.20,680,2,1,1,1,0,0.00,France
15767722,Female,39,197933.50,593,1,0,1,0,0,117704.73,France
15654346,Male,35,37341.17,679,2,1,1,1,0,130463.55,Germany
15660147,Male,32,79577.40,493,1,8,1,1,0,46161.18,Spain
15814998,Male,42,197602.29,688,2,5,0,0,0,0.00,Spain
15802207,Male,43,87537.32,769,2,4,1,1,0,110182.54,Germany
15658668,Male,49,41623.59,581,2,10,0,0,0,0.00,Spain
15715079,Male,41,168280.95,465,1,9,1,0,0,117221.15,France
15570360,Female,35,125986.18,641,2,4,0,0,0,0.00,France
15674678,Female,43,548.52,731,1,9,0,0,1,79120.27,Germany
15780925,Male,37,96088.54,625,2,1,1,1,0,177069.24,France
15688193,Male,36,107787.42,468,1,3,0,0,0,61636.97,France
15778219,Male,26,20510.79,790,1,5,1,0,0,0.00,France
15696514,Female,37,192026.02,587,1,6,1,0,0,104414.03,Germany
15712303,Male,66,118188.15,692,1,4,1,1,0,159732.02,France
15719090,Female,34,189540.95,676,1,4,1,1,0,89437.03,Germany
15735632,Male,41,63736.17,571,1,8,1,1,0,0.00,France
